Дата;Часы;Факт, Мвт*ч;Плановая температура;
27.11.2013;4;6,746;-1;
27.11.2013;5;6,661;-1;
27.11.2013;6;6,632;-1;
27.11.2013;7;6,708;-1;
27.11.2013;8;6,511;-1;
27.11.2013;9;6,594;-1;
27.11.2013;10;6,582;-1;
27.11.2013;11;6,674;0;
27.11.2013;12;6,565;0;
27.11.2013;13;6,418;0;
27.11.2013;14;6,607;1;
27.11.2013;15;6,657;0;
27.11.2013;16;6,691;-1;
27.11.2013;17;6,633;-1;
27.11.2013;18;6,649;-1;
27.11.2013;19;6,619;-1;
27.11.2013;20;6,59;-1;
27.11.2013;21;6,604;-1;
27.11.2013;22;6,631;-2;
27.11.2013;23;6,603;-2;
28.11.2013;0;6,595;-1;
28.11.2013;1;6,54;-1;
28.11.2013;2;6,53;-1;
28.11.2013;3;6,528;-1;
28.11.2013;4;6,443;-1;
28.11.2013;5;6,544;-1;
28.11.2013;6;6,536;-1;
28.11.2013;7;6,586;-1;
28.11.2013;8;6,468;-2;
28.11.2013;9;6,594;-2;
28.11.2013;10;6,583;-2;
28.11.2013;11;6,539;-2;
28.11.2013;12;6,561;-3;
28.11.2013;13;6,468;-3;
28.11.2013;14;6,541;-3;
28.11.2013;15;6,526;-4;
28.11.2013;16;6,607;-4;
28.11.2013;17;6,599;-5;
28.11.2013;18;6,624;-5;
28.11.2013;19;6,527;-6;
28.11.2013;20;6,674;-6;
28.11.2013;21;6,75;-7;
28.11.2013;22;6,704;-7;
28.11.2013;23;6,577;-8;
29.11.2013;0;6,595;-7;
29.11.2013;1;6,565;-8;
29.11.2013;2;6,586;-8;
29.11.2013;3;6,594;-8;
29.11.2013;4;6,582;-8;
29.11.2013;5;6,783;-9;
29.11.2013;6;6,759;-9;
29.11.2013;7;6,817;-9;
29.11.2013;8;6,712;-8;
29.11.2013;9;6,656;-8;
29.11.2013;10;6,729;-7;
29.11.2013;11;6,733;-7;
29.11.2013;12;6,662;-6;
29.11.2013;13;6,725;-6;
29.11.2013;14;6,721;-6;
29.11.2013;15;6,657;-7;
29.11.2013;16;6,615;-7;
29.11.2013;17;6,548;-8;
29.11.2013;18;6,59;-8;
29.11.2013;19;6,549;-8;
29.11.2013;20;6,661;-9;
29.11.2013;21;6,519;-9;
29.11.2013;22;6,527;-9;
29.11.2013;23;6,565;-10;
30.11.2013;0;6,528;-11;
30.11.2013;1;6,43;-11;
30.11.2013;2;6,598;-11;
30.11.2013;3;6,621;-10;
30.11.2013;4;6,417;-10;
30.11.2013;5;6,531;-10;
30.11.2013;6;6,591;-9;
30.11.2013;7;6,522;-9;
30.11.2013;8;6,465;-8;
30.11.2013;9;6,523;-7;
30.11.2013;10;6,569;-6;
30.11.2013;11;6,418;-6;
30.11.2013;12;6,431;-5;
30.11.2013;13;6,552;-4;
30.11.2013;14;6,59;-3;
30.11.2013;15;6,595;-3;
30.11.2013;16;6,666;-2;
30.11.2013;17;6,619;-2;
30.11.2013;18;6,464;-2;
30.11.2013;19;6,506;-1;
30.11.2013;20;6,532;-1;
30.11.2013;21;6,569;-1;
30.11.2013;22;6,628;-2;
30.11.2013;23;6,506;-2;
01.12.2013;0;6,511;-1;
01.12.2013;1;6,506;-1;
01.12.2013;2;6,485;-2;
01.12.2013;3;6,553;-2;
01.12.2013;4;6,434;-3;
01.12.2013;5;6,502;-4;
01.12.2013;6;6,477;-5;
01.12.2013;7;6,46;-6;
01.12.2013;8;6,544;-7;
01.12.2013;9;6,615;-7;
01.12.2013;10;6,624;-7;
01.12.2013;11;6,661;-7;
01.12.2013;12;6,612;-6;
01.12.2013;13;6,578;-6;
01.12.2013;14;6,665;-6;
01.12.2013;15;6,532;-6;
01.12.2013;16;6,628;-7;
01.12.2013;17;6,64;-7;
01.12.2013;18;6,658;-8;
01.12.2013;19;6,665;-8;
01.12.2013;20;6,721;-8;
01.12.2013;21;6,767;-8;
01.12.2013;22;6,695;-8;
01.12.2013;23;6,695;-7;
02.12.2013;0;6,821;-7;
02.12.2013;1;6,754;-7;
02.12.2013;2;6,733;-6;
02.12.2013;3;6,577;-6;
02.12.2013;4;6,628;-6;
02.12.2013;5;6,625;-6;
02.12.2013;6;6,812;-6;
02.12.2013;7;6,666;-6;
02.12.2013;8;6,725;-6;
02.12.2013;9;6,695;-6;
02.12.2013;10;6,716;-5;
02.12.2013;11;6,637;-5;
02.12.2013;12;6,733;-5;
02.12.2013;13;6,712;-5;
02.12.2013;14;6,745;-5;
02.12.2013;15;6,616;-5;
02.12.2013;16;6,602;-6;
02.12.2013;17;6,582;-6;
02.12.2013;18;6,724;-7;
02.12.2013;19;6,671;-7;
02.12.2013;20;6,644;-8;
02.12.2013;21;6,666;-9;
02.12.2013;22;6,553;-9;
02.12.2013;23;6,619;-10;
03.12.2013;0;6,523;-10;
03.12.2013;1;6,528;-11;
03.12.2013;2;6,657;-11;
03.12.2013;3;6,732;-11;
03.12.2013;4;6,67;-11;
03.12.2013;5;6,659;-11;
03.12.2013;6;6,69;-11;
03.12.2013;7;6,708;-12;
03.12.2013;8;6,624;-12;
03.12.2013;9;6,561;-11;
03.12.2013;10;6,527;-10;
03.12.2013;11;6,615;-9;
03.12.2013;12;6,549;-8;
03.12.2013;13;6,547;-8;
03.12.2013;14;6,511;-8;
03.12.2013;15;6,556;-9;
03.12.2013;16;6,629;-9;
03.12.2013;17;6,644;-9;
03.12.2013;18;6,737;-9;
03.12.2013;19;6,742;-9;
03.12.2013;20;6,792;-8;
03.12.2013;21;6,728;-8;
03.12.2013;22;6,775;-8;
03.12.2013;23;6,683;-8;
04.12.2013;0;6,704;-7;
04.12.2013;1;6,687;-7;
04.12.2013;2;6,753;-7;
04.12.2013;3;6,721;-6;
04.12.2013;4;6,649;-6;
04.12.2013;5;6,666;-5;
04.12.2013;6;6,535;-4;
04.12.2013;7;6,679;-4;
04.12.2013;8;6,665;-3;
04.12.2013;9;6,654;-3;
04.12.2013;10;6,666;-2;
04.12.2013;11;6,682;-3;
04.12.2013;12;6,632;-3;
04.12.2013;13;6,527;-4;
04.12.2013;14;6,582;-4;
04.12.2013;15;6,461;-5;
04.12.2013;16;6,493;-6;
04.12.2013;17;6,544;-7;
04.12.2013;18;6,637;-7;
04.12.2013;19;6,56;-8;
04.12.2013;20;6,645;-8;
04.12.2013;21;6,565;-8;
04.12.2013;22;6,549;-9;
04.12.2013;23;6,665;-9;
05.12.2013;0;6,649;-9;
05.12.2013;1;6,624;-9;
05.12.2013;2;6,598;-9;
05.12.2013;3;6,578;-9;
05.12.2013;4;6,582;-9;
05.12.2013;5;6,392;-9;
05.12.2013;6;6,565;-10;
05.12.2013;7;6,503;-10;
05.12.2013;8;6,527;-10;
05.12.2013;9;6,552;-10;
05.12.2013;10;6,636;-10;
05.12.2013;11;6,549;-9;
05.12.2013;12;6,556;-9;
05.12.2013;13;6,721;-9;
05.12.2013;14;6,691;-9;
05.12.2013;15;6,657;-9;
05.12.2013;16;6,62;-9;
05.12.2013;17;6,645;-9;
05.12.2013;18;6,472;-9;
05.12.2013;19;6,586;-9;
05.12.2013;20;6,498;-9;
05.12.2013;21;6,262;-9;
05.12.2013;22;6,217;-10;
05.12.2013;23;6,343;-10;
06.12.2013;0;6,405;-12;
06.12.2013;1;6,599;-12;
06.12.2013;2;6,678;-13;
06.12.2013;3;6,624;-13;
06.12.2013;4;6,674;-14;
06.12.2013;5;6,641;-14;
06.12.2013;6;6,67;-15;
06.12.2013;7;6,614;-16;
06.12.2013;8;6,478;-16;
06.12.2013;9;6,477;-16;
06.12.2013;10;6,489;-15;
06.12.2013;11;6,469;-14;
06.12.2013;12;6,552;-14;
06.12.2013;13;6,577;-14;
06.12.2013;14;6,611;-15;
06.12.2013;15;6,675;-15;
06.12.2013;16;6,711;-15;
06.12.2013;17;6,616;-16;
06.12.2013;18;6,578;-17;
06.12.2013;19;6,602;-17;
06.12.2013;20;6,704;-18;
06.12.2013;21;6,779;-18;
06.12.2013;22;6,679;-19;
06.12.2013;23;6,77;-19;
07.12.2013;0;6,825;-17;
07.12.2013;1;6,784;-17;
07.12.2013;2;6,897;-18;
07.12.2013;3;6,796;-18;
07.12.2013;4;6,754;-18;
07.12.2013;5;6,838;-19;
07.12.2013;6;6,896;-19;
07.12.2013;7;6,851;-19;
07.12.2013;8;6,83;-19;
07.12.2013;9;6,758;-18;
07.12.2013;10;6,755;-18;
07.12.2013;11;6,602;-17;
07.12.2013;12;6,67;-17;
07.12.2013;13;6,683;-17;
07.12.2013;14;6,615;-17;
07.12.2013;15;6,611;-17;
07.12.2013;16;6,658;-18;
07.12.2013;17;6,724;-19;
07.12.2013;18;6,78;-19;
07.12.2013;19;6,699;-20;
07.12.2013;20;6,695;-20;
07.12.2013;21;6,602;-21;
07.12.2013;22;6,528;-21;
07.12.2013;23;6,544;-22;
08.12.2013;0;6,552;-24;
08.12.2013;1;6,59;-24;
08.12.2013;2;6,683;-24;
08.12.2013;3;6,724;-25;
08.12.2013;4;6,621;-25;
08.12.2013;5;6,729;-25;
08.12.2013;6;6,808;-25;
08.12.2013;7;6,699;-25;
08.12.2013;8;6,615;-25;
08.12.2013;9;6,574;-25;
08.12.2013;10;6,762;-24;
08.12.2013;11;6,889;-23;
08.12.2013;12;6,897;-23;
08.12.2013;13;6,644;-22;
08.12.2013;14;6,578;-23;
08.12.2013;15;6,54;-23;
08.12.2013;16;6,233;-24;
08.12.2013;17;6,187;-24;
08.12.2013;18;6,237;-25;
08.12.2013;19;6,532;-25;
08.12.2013;20;6,808;-25;
08.12.2013;21;6,755;-26;
08.12.2013;22;6,648;-26;
08.12.2013;23;6,578;-26;
09.12.2013;0;6,468;-26;
09.12.2013;1;6,431;-26;
09.12.2013;2;6,557;-26;
09.12.2013;3;6,523;-26;
09.12.2013;4;6,409;-26;
09.12.2013;5;6,343;-26;
09.12.2013;6;6,313;-26;
09.12.2013;7;6,212;-26;
09.12.2013;8;6,077;-26;
09.12.2013;9;6,167;-25;
09.12.2013;10;6,22;-24;
09.12.2013;11;6,213;-23;
09.12.2013;12;6,191;-22;
09.12.2013;13;6,313;-21;
09.12.2013;14;6,271;-22;
09.12.2013;15;6,489;-22;
09.12.2013;16;6,469;-22;
09.12.2013;17;6,59;-22;
09.12.2013;18;6,459;-22;
09.12.2013;19;6,351;-22;
09.12.2013;20;6,217;-22;
09.12.2013;21;6,112;-21;
09.12.2013;22;5,955;-21;
09.12.2013;23;5,923;-21;
10.12.2013;0;5,884;-21;
10.12.2013;1;5,738;-21;
10.12.2013;2;5,75;-21;
10.12.2013;3;5,83;-21;
10.12.2013;4;5,83;-22;
10.12.2013;5;6,01;-22;
10.12.2013;6;5,97;-22;
10.12.2013;7;5,837;-23;
10.12.2013;8;5,877;-23;
10.12.2013;9;5,822;-23;
10.12.2013;10;5,708;-22;
10.12.2013;11;5,654;-21;
10.12.2013;12;5,649;-20;
10.12.2013;13;5,582;-19;
10.12.2013;14;5,691;-20;
10.12.2013;15;5,7;-21;
10.12.2013;16;5,767;-21;
10.12.2013;17;5,838;-22;
10.12.2013;18;5,726;-22;
10.12.2013;19;5,586;-22;
10.12.2013;20;5,662;-22;
10.12.2013;21;5,515;-23;
10.12.2013;22;5,51;-23;
10.12.2013;23;5,541;-23;
11.12.2013;0;5,465;-24;
11.12.2013;1;5,498;-24;
11.12.2013;2;5,468;-24;
11.12.2013;3;5,415;-24;
11.12.2013;4;5,544;-24;
11.12.2013;5;5,611;-24;
11.12.2013;6;5,579;-24;
11.12.2013;7;5,67;-24;
11.12.2013;8;5,729;-24;
11.12.2013;9;5,654;-23;
11.12.2013;10;5,582;-22;
11.12.2013;11;5,436;-21;
11.12.2013;12;5,187;-20;
11.12.2013;13;5,086;-20;
11.12.2013;14;4,679;-20;
11.12.2013;15;4,772;-21;
11.12.2013;16;4,843;-21;
11.12.2013;17;4,759;-22;
11.12.2013;18;4,684;-22;
11.12.2013;19;4,657;-22;
11.12.2013;20;4,625;-22;
11.12.2013;21;4,541;-22;
11.12.2013;22;4,477;-22;
11.12.2013;23;4,483;-22;
12.12.2013;0;4,469;-16;
12.12.2013;1;4,448;-16;
12.12.2013;2;4,481;-16;
12.12.2013;3;4,566;-15;
12.12.2013;4;4,587;-15;
12.12.2013;5;4,541;-15;
12.12.2013;6;4,569;-15;
12.12.2013;7;4,629;-15;
12.12.2013;8;4,843;-15;
12.12.2013;9;4,764;-15;
12.12.2013;10;4,792;-15;
12.12.2013;11;4,801;-15;
12.12.2013;12;4,759;-15;
12.12.2013;13;4,658;-16;
12.12.2013;14;4,557;-16;
12.12.2013;15;4,542;-16;
12.12.2013;16;4,565;-17;
12.12.2013;17;4,625;-17;
12.12.2013;18;4,654;-17;
12.12.2013;19;4,789;-16;
12.12.2013;20;4,825;-16;
12.12.2013;21;4,763;-16;
12.12.2013;22;4,722;-16;
12.12.2013;23;4,717;-16;
13.12.2013;0;4,675;-16;
13.12.2013;1;4,641;-16;
13.12.2013;2;4,683;-16;
13.12.2013;3;4,718;-16;
13.12.2013;4;4,658;-17;
13.12.2013;5;4,73;-17;
13.12.2013;6;4,713;-17;
13.12.2013;7;4,691;-17;
13.12.2013;8;4,482;-16;
13.12.2013;9;4,419;-16;
13.12.2013;10;4,338;-15;
13.12.2013;11;4,331;-15;
13.12.2013;12;4,314;-15;
13.12.2013;13;4,423;-15;
13.12.2013;14;4,365;-15;
13.12.2013;15;4,363;-16;
13.12.2013;16;4,306;-16;
13.12.2013;17;4,36;-16;
13.12.2013;18;4,385;-16;
13.12.2013;19;4,406;-16;
13.12.2013;20;4,28;-15;
13.12.2013;21;4,255;-15;
13.12.2013;22;4,268;-15;
13.12.2013;23;4,368;-15;
14.12.2013;0;4,364;-14;
14.12.2013;1;4,339;-14;
14.12.2013;2;4,302;-14;
14.12.2013;3;4,343;-14;
14.12.2013;4;4,226;-14;
14.12.2013;5;4,259;-13;
14.12.2013;6;4,351;-13;
14.12.2013;7;4,424;-13;
14.12.2013;8;4,511;-12;
14.12.2013;9;4,578;-12;
14.12.2013;10;4,65;-11;
14.12.2013;11;4,641;-11;
14.12.2013;12;4,583;-11;
14.12.2013;13;4,502;-11;
14.12.2013;14;4,436;-11;
14.12.2013;15;4,65;-11;
14.12.2013;16;4,78;-11;
14.12.2013;17;4,843;-11;
14.12.2013;18;4,856;-11;
14.12.2013;19;5,074;-11;
14.12.2013;20;5,137;-11;
14.12.2013;21;5,107;-11;
14.12.2013;22;5,12;-11;
14.12.2013;23;5,104;-11;
15.12.2013;0;5,083;-12;
15.12.2013;1;5,136;-12;
15.12.2013;2;5,158;-12;
15.12.2013;3;5,141;-13;
15.12.2013;4;5,04;-13;
15.12.2013;5;5,084;-14;
15.12.2013;6;5,077;-14;
15.12.2013;7;5,146;-14;
15.12.2013;8;5,162;-13;
15.12.2013;9;5,12;-12;
15.12.2013;10;5,121;-12;
15.12.2013;11;5,153;-11;
15.12.2013;12;5,121;-11;
15.12.2013;13;5,031;-10;
15.12.2013;14;5,108;-10;
15.12.2013;15;5,128;-11;
15.12.2013;16;5,049;-11;
15.12.2013;17;5,049;-10;
15.12.2013;18;4,936;-10;
15.12.2013;19;5,048;-10;
15.12.2013;20;5,066;-9;
15.12.2013;21;5,128;-9;
15.12.2013;22;5,255;-9;
15.12.2013;23;5,229;-9;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
